"hgnc_symbol","ensembl_gene_id","description","external_gene_name","gene_biotype","chromosome_name","affy_hg_u133_plus_2"
"SNRNP35","ENSG00000184209","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]","SNRNP35","protein_coding","12","205300_s_at"
"SLC25A3","ENSG00000075415","solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]","SLC25A3","protein_coding","12","200030_s_at"
"HEBP2","ENSG00000051620","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]","HEBP2","protein_coding","6",""
"NEK6","ENSG00000119408","NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]","NEK6","protein_coding","9","244823_at"
"CMTM8","ENSG00000170293","CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]","CMTM8","protein_coding","3","235099_at"
"XRN2","ENSG00000088930","5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]","XRN2","protein_coding","20","223002_s_at"
NA,NA,NA,NA,NA,NA,NA
"LINC01094","ENSG00000251442","long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]","LINC01094","lncRNA","4","229635_at"
"KIN","ENSG00000151657","Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]","KIN","protein_coding","10","205664_at"
"UBR1","ENSG00000159459","ubiquitin protein ligase E3 component n-recognin 1 [Source:HGNC Symbol;Acc:HGNC:16808]","UBR1","protein_coding","15","226921_at"
"CSNK1E","ENSG00000213923","casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]","CSNK1E","protein_coding","22","202332_at"
"PLA2G4C","ENSG00000105499","phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]","PLA2G4C","protein_coding","19","209785_s_at"
"ELOVL5","ENSG00000012660","ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]","ELOVL5","protein_coding","6","208788_at"
"SLC9B2","ENSG00000164038","solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]","SLC9B2","protein_coding","4","1564746_at"
"XPR1","ENSG00000143324","xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]","XPR1","protein_coding","1","226615_at"
"LAMP3","ENSG00000078081","lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]","LAMP3","protein_coding","3","205569_at"
"RTCA","ENSG00000137996","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]","RTCA","protein_coding","1",""
"MFSD1","ENSG00000118855","major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]","MFSD1","protein_coding","3",""
"VWA8","ENSG00000102763","von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]","VWA8","protein_coding","13","212946_at"
"COG5","ENSG00000284369","component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]","COG5","protein_coding","CHR_HG2266_PATCH","203630_s_at"
"TIMM17A","ENSG00000134375","translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]","TIMM17A","protein_coding","1","215171_s_at"
"EIF2AK4","ENSG00000128829","eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]","EIF2AK4","protein_coding","15",""
NA,NA,NA,NA,NA,NA,NA
"NSUN4","ENSG00000117481","NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]","NSUN4","protein_coding","1","230023_at"
"RBP1","ENSG00000114115","retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]","RBP1","protein_coding","3",""
"PET117","ENSG00000232838","PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]","PET117","protein_coding","20","228544_s_at"
"CD163L1","ENSG00000177675","CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]","CD163L1","protein_coding","12","223655_at"
"RTN1","ENSG00000139970","reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]","RTN1","protein_coding","14","210222_s_at"
"TFAM","ENSG00000108064","transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]","TFAM","protein_coding","10","208541_x_at"
"ZNF280D","ENSG00000137871","zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]","ZNF280D","protein_coding","15","221213_s_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SPA17","ENSG00000064199","sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]","SPA17","protein_coding","11","205406_s_at"
"FEM1B","ENSG00000169018","fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649]","FEM1B","protein_coding","15","212374_at"
"THAP2","ENSG00000173451","THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]","THAP2","protein_coding","12","223588_at"
"MLLT10","ENSG00000078403","MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]","MLLT10","protein_coding","10","216503_s_at"
"PATL1","ENSG00000166889","PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]","PATL1","protein_coding","11","225468_at"
"PIEZO1","ENSG00000103335","piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]","PIEZO1","protein_coding","16","202771_at"
"KDR","ENSG00000128052","kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]","KDR","protein_coding","4","203934_at"
"CALR","ENSG00000179218","calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]","CALR","protein_coding","19",""
"WWC2","ENSG00000151718","WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]","WWC2","protein_coding","4","218775_s_at"
"SRPX","ENSG00000101955","sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]","SRPX","protein_coding","X","204955_at"
"PIGU","ENSG00000101464","phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]","PIGU","protein_coding","20","225903_at"
"DCAF13","ENSG00000164934","DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]","DCAF13","protein_coding","8","231784_s_at"
"DNMT3A","ENSG00000119772","DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]","DNMT3A","protein_coding","2","222640_at"
"RGS19","ENSG00000171700","regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]","RGS19","protein_coding","20","204336_s_at"
"YY1","ENSG00000100811","YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]","YY1","protein_coding","14",""
"EFEMP1","ENSG00000115380","EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]","EFEMP1","protein_coding","2","201842_s_at"
"RPL39L","ENSG00000163923","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]","RPL39L","protein_coding","3","210115_at"
"DTX3L","ENSG00000163840","deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]","DTX3L","protein_coding","3","225415_at"
"PAF1","ENSG00000006712","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]","PAF1","protein_coding","19","202093_s_at"
"ABCC3","ENSG00000108846","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]","ABCC3","protein_coding","17",""
"UBR7","ENSG00000278787","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]","UBR7","protein_coding","CHR_HSCHR14_7_CTG1","218108_at"
"LHFPL2","ENSG00000145685","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]","LHFPL2","protein_coding","5","212658_at"
NA,NA,NA,NA,NA,NA,NA
"SUN1","ENSG00000164828","Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]","SUN1","protein_coding","7","230210_at"
"ORC3","ENSG00000135336","origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]","ORC3","protein_coding","6","210028_s_at"
"FADS3","ENSG00000221968","fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]","FADS3","protein_coding","11","216080_s_at"
"SYNRG","ENSG00000274047","synergin gamma [Source:HGNC Symbol;Acc:HGNC:557]","SYNRG","protein_coding","CHR_HSCHR17_7_CTG4","64418_at"
"AQP3","ENSG00000165272","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]","AQP3","protein_coding","9","39248_at"
"PSIP1","ENSG00000164985","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","PSIP1","protein_coding","9","205961_s_at"
"NDUFAB1","ENSG00000004779","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]","NDUFAB1","protein_coding","16","202077_at"
"TNS3","ENSG00000136205","tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]","TNS3","protein_coding","7","217853_at"
"TBC1D13","ENSG00000107021","TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]","TBC1D13","protein_coding","9","44696_at"
NA,NA,NA,NA,NA,NA,NA
"CREBRF","ENSG00000164463","CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]","CREBRF","protein_coding","5","1554229_at"
"PTPN18","ENSG00000072135","protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]","PTPN18","protein_coding","2","213521_at"
"NDUFA2","ENSG00000131495","NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]","NDUFA2","protein_coding","5",""
"ZNF689","ENSG00000156853","zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]","ZNF689","protein_coding","16","227294_at"
"CLPP","ENSG00000125656","caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084]","CLPP","protein_coding","19","202799_at"
"ZFYVE21","ENSG00000100711","zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]","ZFYVE21","protein_coding","14","219929_s_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"MRPL11","ENSG00000174547","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","MRPL11","protein_coding","11","219162_s_at"
NA,NA,NA,NA,NA,NA,NA
"SCAF4","ENSG00000156304","SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]","SCAF4","protein_coding","21","226082_s_at"
"CDR2L","ENSG00000109089","cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]","CDR2L","protein_coding","17","213230_at"
NA,NA,NA,NA,NA,NA,NA
"MIR22HG","ENSG00000282800","MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]","MIR22HG","lncRNA","CHR_HSCHR17_1_CTG2","214696_at"
"RAB6B","ENSG00000154917","RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]","RAB6B","protein_coding","3","210127_at"
"DDX55","ENSG00000111364","DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]","DDX55","protein_coding","12","231843_at"
"TTC3","ENSG00000182670","tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]","TTC3","protein_coding","21",""
"FKBP14","ENSG00000106080","FKBP prolyl isomerase 14 [Source:HGNC Symbol;Acc:HGNC:18625]","FKBP14","protein_coding","7","230728_at"
"PREB","ENSG00000138073","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]","PREB","protein_coding","2","217861_s_at"
"TMEM182","ENSG00000170417","transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]","TMEM182","protein_coding","2",""
"PRR3","ENSG00000223887","proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]","PRR3","protein_coding","CHR_HSCHR6_MHC_DBB_CTG1","204795_at"
"TNFSF13B","ENSG00000102524","TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]","TNFSF13B","protein_coding","13",""
"CYB561A3","ENSG00000162144","cytochrome b561 family member A3 [Source:HGNC Symbol;Acc:HGNC:23014]","CYB561A3","protein_coding","11","224735_at"
"BUD13","ENSG00000137656","BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]","BUD13","protein_coding","11","224504_s_at"
"GGCT","ENSG00000006625","gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]","GGCT","protein_coding","7","215380_s_at"
"DUSP10","ENSG00000143507","dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]","DUSP10","protein_coding","1","215501_s_at"
"POLR2I","ENSG00000105258","RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]","POLR2I","protein_coding","19","212955_s_at"
"FABP4","ENSG00000170323","fatty acid binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3559]","FABP4","protein_coding","8","235978_at"
"SLC41A1","ENSG00000133065","solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]","SLC41A1","protein_coding","1","225570_at"
"SLC9A8","ENSG00000197818","solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]","SLC9A8","protein_coding","20","212947_at"
"MSL3","ENSG00000005302","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]","MSL3","protein_coding","X","207551_s_at"
"DECR1","ENSG00000104325","2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]","DECR1","protein_coding","8","202447_at"
"PPIG","ENSG00000138398","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","PPIG","protein_coding","2","208993_s_at"
"STAMBPL1","ENSG00000138134","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]","STAMBPL1","protein_coding","10","231891_at"
"FIBP","ENSG00000172500","FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]","FIBP","protein_coding","11","202041_s_at"
"PISD","ENSG00000241878","phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]","PISD","protein_coding","22","202392_s_at"
"BET1L","ENSG00000177951","Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]","BET1L","protein_coding","11",""
NA,NA,NA,NA,NA,NA,NA
"FKBP11","ENSG00000134285","FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]","FKBP11","protein_coding","12","228308_at"
"CBR1","ENSG00000159228","carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]","CBR1","protein_coding","21",""
"GCNT1","ENSG00000187210","glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]","GCNT1","protein_coding","9",""
"PPM1J","ENSG00000155367","protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]","PPM1J","protein_coding","1","229484_at"
"VMP1","ENSG00000062716","vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]","VMP1","protein_coding","17",""
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ANGPT2","ENSG00000091879","angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]","ANGPT2","protein_coding","8","205572_at"
"S100PBP","ENSG00000116497","S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]","S100PBP","protein_coding","1",""
NA,NA,NA,NA,NA,NA,NA
"TOP2B","ENSG00000077097","DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]","TOP2B","protein_coding","3","211987_at"
"TRIM8","ENSG00000171206","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]","TRIM8","protein_coding","10","221012_s_at"
"KBTBD2","ENSG00000170852","kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]","KBTBD2","protein_coding","7","212447_at"
"ADH5","ENSG00000197894","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]","ADH5","protein_coding","4","208848_at"
NA,NA,NA,NA,NA,NA,NA
"OGFRL1","ENSG00000119900","opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]","OGFRL1","protein_coding","6","238469_at"
"DCUN1D3","ENSG00000188215","defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]","DCUN1D3","protein_coding","16","227333_at"
"CGGBP1","ENSG00000163320","CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]","CGGBP1","protein_coding","3","224600_at"
"MAN1C1","ENSG00000117643","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]","MAN1C1","protein_coding","1","218918_at"
"STAT5B","ENSG00000173757","signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]","STAT5B","protein_coding","17","205026_at"
"DDX60L","ENSG00000181381","DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]","DDX60L","protein_coding","4","228152_s_at"
"MFF","ENSG00000168958","mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]","MFF","protein_coding","2",""
"PNRC1","ENSG00000146278","proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]","PNRC1","protein_coding","6",""
"ACTR8","ENSG00000113812","actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672]","ACTR8","protein_coding","3","218658_s_at"
"C1QA","ENSG00000173372","complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]","C1QA","protein_coding","1","218232_at"
"COX7A1","ENSG00000161281","cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]","COX7A1","protein_coding","19","204570_at"
"SH3GLB1","ENSG00000097033","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]","SH3GLB1","protein_coding","1","209091_s_at"
"MMP28","ENSG00000278843","matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]","MMP28","protein_coding","CHR_HSCHR17_7_CTG4","224207_x_at"
"TMEM184B","ENSG00000198792","transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]","TMEM184B","protein_coding","22","202027_at"
"ZBTB8A","ENSG00000160062","zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]","ZBTB8A","protein_coding","1","235142_at"
"ZNF134","ENSG00000213762","zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]","ZNF134","protein_coding","19",""
"VIM","ENSG00000026025","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]","VIM","protein_coding","10","201426_s_at"
"NMI","ENSG00000123609","N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]","NMI","protein_coding","2","203964_at"
NA,NA,NA,NA,NA,NA,NA
"HS1BP3","ENSG00000118960","HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]","HS1BP3","protein_coding","2",""
"ADAR","ENSG00000160710","adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]","ADAR","protein_coding","1","201786_s_at"
"SLC25A27","ENSG00000153291","solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]","SLC25A27","protein_coding","6","1554161_at"
"BSG","ENSG00000172270","basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]","BSG","protein_coding","19","208677_s_at"
"ACSS2","ENSG00000131069","acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]","ACSS2","protein_coding","20",""
"COX5A","ENSG00000178741","cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]","COX5A","protein_coding","15","229426_at"
"KIAA0930","ENSG00000100364","KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]","KIAA0930","protein_coding","22","227144_at"
"RAB31","ENSG00000168461","RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]","RAB31","protein_coding","18","217764_s_at"
"SNX9","ENSG00000130340","sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]","SNX9","protein_coding","6",""
"ZNF2","ENSG00000275111","zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:12991]","ZNF2","protein_coding","2","223792_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"SMG5","ENSG00000198952","SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]","SMG5","protein_coding","1","212147_at"
"DUSP11","ENSG00000144048","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]","DUSP11","protein_coding","2","202703_at"
"CLASP1","ENSG00000074054","cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]","CLASP1","protein_coding","2","212752_at"
NA,NA,NA,NA,NA,NA,NA
"CSK","ENSG00000103653","C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]","CSK","protein_coding","15","202329_at"
"BBS1","ENSG00000174483","Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:HGNC:966]","BBS1","protein_coding","11","222643_s_at"
"ALDH2","ENSG00000111275","aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]","ALDH2","protein_coding","12","201425_at"
"GNPDA1","ENSG00000113552","glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]","GNPDA1","protein_coding","5",""
"USP22","ENSG00000124422","ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]","USP22","protein_coding","17","200083_at"
"KRT5","ENSG00000186081","keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]","KRT5","protein_coding","12","201820_at"
"TNFAIP8","ENSG00000145779","TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]","TNFAIP8","protein_coding","5",""
"ZNF830","ENSG00000198783","zinc finger protein 830 [Source:HGNC Symbol;Acc:HGNC:28291]","ZNF830","protein_coding","17","226315_at"
"TWF2","ENSG00000247596","twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]","TWF2","protein_coding","3","202009_at"
